demvote  repvote
694	1176
111	191
894	1104
470	573
6745	5510
1002	1101
857	694
200	172
3584	3965
1366	1914
232	194
181	409
2892	2346
969	1479
742	752
435	736
713	1069
820	1102
397	330
1334	1025
1804	1071
2479	2314
1445	1347
458	673
1259	1456
174	266
254	513
397	419
341	331
1911	1670
371	377
4181	2807
1526	1961
111	197
2741	2860
504	960
943	867
2938	2794
260	169
662	938
149	233
1036	1384
2833	4527
241	664
184	121
1455	1717
1510	1305
327	424
1490	1478
71	168
