submission_id,question_id,male,white,answer
94620,15,1,1,0
94620,24,0,0,0
94620,17,1,0,0
94620,16,1,1,1
94620,22,0,1,0
94620,10,1,1,1
94620,26,0,0,0
94620,21,0,1,1
94620,27,0,0,0
94620,19,0,0,0
94621,7,0,0,0
94621,3,0,1,0
94621,5,1,0,0
94621,1,0,1,1
94621,6,1,1,0
94621,4,0,0,0
94621,2,0,0,1
94621,13,1,0,0
94621,14,1,1,0
94621,23,1,0,0
94621,26,1,1,0
94621,15,0,0,0
94621,22,0,1,1
94621,18,1,1,0
94621,10,0,1,1
94621,20,1,0,0
94621,12,0,0,0
94621,11,0,1,0
94621,8,0,0,0
94621,19,1,0,0
94621,25,1,0,0
94621,17,0,1,0
94621,21,1,0,0
94621,24,1,1,0
94621,16,1,0,0
94621,9,1,0,1
94621,27,0,0,0
94622,4,1,0,0
94622,3,1,0,0
94622,1,0,0,1
94622,6,1,1,0
94622,2,0,0,1
94622,7,0,1,0
94622,5,1,0,0
94622,26,1,1,0
94622,17,0,1,0
94622,22,1,1,1
94622,14,1,1,0
94622,25,0,1,0
94622,19,0,1,0
94622,11,1,0,0
94622,18,1,1,0
94622,15,0,1,0
94622,23,0,1,0
94622,16,1,0,0
94622,13,0,0,0
94622,12,1,1,0
94622,27,0,1,1
94622,24,1,0,0
94622,8,0,1,1
94622,10,0,0,1
94622,9,1,1,1
94622,20,0,0,0
94622,21,0,0,0
94623,5,1,0,1
94623,1,0,1,1
94623,7,0,0,1
94623,6,0,0,0
94623,4,0,0,0
94623,3,0,1,0
94623,2,1,0,0
94624,3,1,0,0
94624,4,0,1,1
94624,5,0,0,0
94624,6,1,1,0
94624,1,1,0,1
94624,7,0,1,0
94624,2,1,1,0
94624,22,0,0,0
94624,11,0,0,0
94624,15,1,1,0
94624,19,0,1,0
94624,9,1,1,1
94624,25,0,0,0
94624,21,1,1,0
94624,8,1,1,0
94624,10,0,1,0
94624,16,0,0,0
94624,27,0,0,0
94624,14,1,1,0
94624,12,1,0,0
94624,26,1,0,0
94624,18,1,0,0
94624,13,1,0,0
94624,23,0,1,0
94624,17,1,0,0
94624,20,0,0,0
94624,24,1,0,0
94625,2,1,0,1
94625,7,0,1,0
94625,6,0,1,0
94625,3,1,1,0
94625,5,1,0,0
94625,1,1,1,1
94625,4,0,1,0
94625,9,1,0,1
94625,11,0,0,0
94625,22,0,0,0
94625,16,1,0,0
94625,15,0,1,0
94625,19,1,1,0
94625,12,0,1,0
94625,17,1,1,0
94625,24,1,0,0
94625,10,1,0,0
94625,8,0,1,0
94625,27,0,0,1
94625,25,0,1,0
94625,18,0,0,0
94625,21,1,0,1
94625,23,1,0,1
94625,14,0,0,0
94625,26,1,1,0
94625,20,1,1,0
94625,13,0,0,0
94626,7,0,1,0
94626,5,0,0,0
94626,6,1,0,0
94626,3,0,0,0
94626,4,1,1,0
94626,2,1,0,1
94626,1,1,1,1
94626,15,0,0,0
94626,10,1,0,0
94626,14,0,1,0
94626,22,0,1,0
94626,9,0,1,1
94626,24,1,0,0
94626,25,1,0,0
94626,27,1,0,0
94626,17,1,0,0
94626,21,1,1,0
94626,16,0,0,0
94626,11,0,1,1
94626,20,0,1,0
94626,19,1,1,1
94626,23,1,1,1
94626,8,0,0,1
94626,12,1,1,0
94626,18,0,0,0
94626,13,1,1,0
94626,26,0,0,1
94627,6,0,1,0
94627,3,1,0,0
94627,4,0,1,0
94627,2,1,1,1
94627,7,1,1,0
94627,5,1,0,0
94627,1,1,0,1
94627,15,1,1,0
94627,9,1,0,1
94627,13,0,1,0
94627,12,1,1,0
94627,11,0,0,0
94627,8,1,1,0
